Natural Electric LLC,,,,
Transaction Report,,,,
All Dates,,,,

,Account,Date,Transaction type,Amount
,50800 Equipment Rental for Jobs,10/26/2020,Expense,$447.01
,50800 Equipment Rental for Jobs,11/19/2020,Bill,$447.01
,50800 Equipment Rental for Jobs,12/17/2020,Bill,$447.01
,50800 Equipment Rental for Jobs,01/14/2021,Bill,$447.01
,50800 Equipment Rental for Jobs,02/10/2021,Bill,$82.48
,50800 Equipment Rental for Jobs,02/11/2021,Bill,$447.01
,50800 Equipment Rental for Jobs,02/11/2021,Bill,$360.54
,50800 Equipment Rental for Jobs,02/25/2021,Bill,"$1,987.19"
,50800 Equipment Rental for Jobs,03/02/2021,Bill,$840.49
,50800 Equipment Rental for Jobs,03/11/2021,Bill,$447.01
,50800 Equipment Rental for Jobs,04/08/2021,Bill,$447.01
Total for 50800 Equipment Rental for Jobs,,,,"$18,930.11"
53600 Subcontractors Expense,,,,
,53600 Subcontractors Expense,06/07/2020,Bill,"$1,548.00"
,53600 Subcontractors Expense,06/14/2020,Bill,"$2,293.14"
,53600 Subcontractors Expense,06/14/2020,Bill,$959.44
,53600 Subcontractors Expense,04/09/2021,Bill,"$3,185.00"
,53600 Subcontractors Expense,04/16/2021,Bill,"$5,390.00"
,53600 Subcontractors Expense,04/23/2021,Bill,"$5,010.25"
,53600 Subcontractors Expense,04/30/2021,Bill,"$5,635.00"
,53600 Subcontractors Expense,05/07/2021,Bill,"$5,238.75"
,53600 Subcontractors Expense,05/14/2021,Bill,"$5,365.50"
,53600 Subcontractors Expense,05/21/2021,Bill,"$5,880.00"
,53600 Subcontractors Expense,05/28/2021,Bill,"$6,600.00"
,53600 Subcontractors Expense,06/04/2021,Bill,"$5,820.00"
,53600 Subcontractors Expense,06/11/2021,Bill,"$6,525.00"
,53600 Subcontractors Expense,06/18/2021,Bill,"$6,525.00"
,53600 Subcontractors Expense,06/25/2021,Bill,"$6,900.00"
,53600 Subcontractors Expense,07/02/2021,Bill,"$6,300.00"
,53600 Subcontractors Expense,07/16/2021,Bill,"$5,940.00"
,53600 Subcontractors Expense,07/16/2021,Bill,"$7,200.00"
,53600 Subcontractors Expense,08/04/2021,Bill,"$5,655.00"
,53600 Subcontractors Expense,08/04/2021,Bill,"$7,200.00"
,53600 Subcontractors Expense,09/14/2021,Bill,"$7,200.00"
,53600 Subcontractors Expense,09/14/2021,Bill,"$6,300.00"
,53600 Subcontractors Expense,09/14/2021,Bill,"$7,200.00"
,53600 Subcontractors Expense,09/14/2021,Bill,"$4,800.00"
,53600 Subcontractors Expense,09/14/2021,Bill,"$1,140.00"
,53600 Subcontractors Expense,10/04/2021,Bill,$840.00
,53600 Subcontractors Expense,10/04/2021,Bill,"$1,800.00"
Total for 53600 Subcontractors Expense,,,,"$134,450.08"
PT Casual Labor,,,,
,PT Casual Labor,01/27/2021,Expense,$175.00
Total for PT Casual Labor,,,,$175.00
52000 Other Job Related Costs,,,,
,52000 Other Job Related Costs,04/12/2021,Expense,$300.00
Total for 52000 Other Job Related Costs,,,,$300.00
,,,,"$459,100.67"

"Accrual Basis Monday, October 14, 2024 02:17 AM GMTZ",,,,
