Natural Electric LLC,,,,
Transaction Report,,,,
All Dates,,,,

,Account,Date,Transaction type,Amount
,Taxes,10/30/2020,Payroll Check,$74.75
,Taxes,10/30/2020,Payroll Check,$151.09
,Taxes,10/30/2020,Payroll Check,$78.30
,Taxes,11/13/2020,Payroll Check,$38.67
,Taxes,11/13/2020,Payroll Check,$129.73
,Taxes,11/13/2020,Payroll Check,$96.39
,Taxes,11/13/2020,Payroll Check,$82.62
,Taxes,11/13/2020,Payroll Check,$96.39
,Taxes,11/13/2020,Payroll Check,$90.82
,Taxes,11/13/2020,Payroll Check,$96.94
,Taxes,11/13/2020,Payroll Check,$52.24
,Taxes,11/13/2020,Payroll Check,$41.89
,Taxes,11/27/2020,Payroll Check,$96.39
,Taxes,11/27/2020,Payroll Check,$19.12
,Taxes,11/27/2020,Payroll Check,$81.41
,Taxes,11/27/2020,Payroll Check,$149.24
,Taxes,11/27/2020,Payroll Check,$110.16
,Taxes,11/27/2020,Payroll Check,$39.78
,Taxes,11/27/2020,Payroll Check,$110.16
,Taxes,11/27/2020,Payroll Check,$88.19
,Taxes,11/27/2020,Payroll Check,$153.39
,Taxes,11/30/2020,Payroll Check,$153.00
,Taxes,12/11/2020,Payroll Check,$79.30
,Taxes,12/11/2020,Payroll Check,$90.14
,Taxes,12/11/2020,Payroll Check,$124.50
,Taxes,12/11/2020,Payroll Check,$71.22
,Taxes,12/11/2020,Payroll Check,$60.20
,Taxes,12/11/2020,Payroll Check,$67.73
,Taxes,12/11/2020,Payroll Check,$65.61
,Taxes,12/11/2020,Payroll Check,$90.37
,Taxes,12/11/2020,Payroll Check,$79.69
,Taxes,12/11/2020,Payroll Check,$1.10
,Taxes,12/24/2020,Payroll Check,$127.17
,Taxes,12/24/2020,Payroll Check,$80.43
,Taxes,12/24/2020,Payroll Check,$122.69
,Taxes,12/24/2020,Payroll Check,$87.00
,Taxes,12/24/2020,Payroll Check,$97.48
,Taxes,12/24/2020,Payroll Check,$151.09
,Taxes,12/24/2020,Payroll Check,$94.60
,Taxes,12/24/2020,Payroll Check,$106.61
,Taxes,12/24/2020,Payroll Check,$36.72
,Taxes,01/08/2021,Payroll Check,$19.87
,Taxes,01/08/2021,Payroll Check,$3.33
,Taxes,01/08/2021,Payroll Check,$64.05
,Taxes,01/08/2021,Payroll Check,$91.59
,Taxes,01/08/2021,Payroll Check,$106.01
,Taxes,01/08/2021,Payroll Check,$91.59
,Taxes,01/08/2021,Payroll Check,$88.59
,Taxes,01/08/2021,Payroll Check,$79.29
,Taxes,01/08/2021,Payroll Check,$130.60
,Taxes,01/08/2021,Payroll Check,$31.31
,Taxes,01/22/2021,Payroll Check,$85.93
,Taxes,01/22/2021,Payroll Check,$74.79
,Taxes,01/22/2021,Payroll Check,$74.48
,Taxes,01/22/2021,Payroll Check,$96.91
,Taxes,01/22/2021,Payroll Check,$87.64
,Taxes,01/22/2021,Payroll Check,$138.05
,Taxes,01/22/2021,Payroll Check,$85.24
,Taxes,01/22/2021,Payroll Check,$128.75
,Taxes,01/22/2021,Payroll Check,$154.29
,Taxes,01/22/2021,Payroll Check,$20.35
,Taxes,02/05/2021,Payroll Check,$122.22
,Taxes,02/05/2021,Payroll Check,$46.30
,Taxes,02/05/2021,Payroll Check,$168.05
,Taxes,02/05/2021,Payroll Check,$96.10
,Taxes,02/05/2021,Payroll Check,$120.25
,Taxes,02/05/2021,Payroll Check,$75.69
,Taxes,02/05/2021,Payroll Check,$119.95
,Taxes,02/05/2021,Payroll Check,$151.29
,Taxes,02/19/2021,Payroll Check,$121.55
,Taxes,02/19/2021,Payroll Check,$62.58
,Taxes,02/19/2021,Payroll Check,$157.06
,Taxes,02/19/2021,Payroll Check,$121.55
,Taxes,02/19/2021,Payroll Check,$8.45
,Taxes,02/19/2021,Payroll Check,$87.36
,Taxes,02/19/2021,Payroll Check,$133.52
,Taxes,02/19/2021,Payroll Check,$108.55
,Taxes,02/19/2021,Payroll Check,$131.58
,Taxes,03/05/2021,Payroll Check,$144.97
,Taxes,03/05/2021,Payroll Check,$62.58
,Taxes,03/05/2021,Payroll Check,$121.02
,Taxes,03/05/2021,Payroll Check,$85.65
,Taxes,03/05/2021,Payroll Check,$15.24
,Taxes,03/05/2021,Payroll Check,$158.59
,Taxes,03/05/2021,Payroll Check,$19.20
,Taxes,03/05/2021,Payroll Check,$13.35
,Taxes,03/05/2021,Payroll Check,$121.33
,Taxes,03/19/2021,Payroll Check,$53.05
,Taxes,03/19/2021,Payroll Check,$33.72
,Taxes,03/19/2021,Payroll Check,$110.16
,Taxes,03/19/2021,Payroll Check,$75.88
,Taxes,03/19/2021,Payroll Check,$87.44
,Taxes,03/19/2021,Payroll Check,$68.85
,Taxes,03/19/2021,Payroll Check,$157.03
,Taxes,03/19/2021,Payroll Check,$100.57
,Taxes,04/02/2021,Payroll Check,$91.06
,Taxes,04/02/2021,Payroll Check,$108.54
,Taxes,04/02/2021,Payroll Check,$69.48
,Taxes,04/02/2021,Payroll Check,$110.16
,Taxes,04/02/2021,Payroll Check,$88.10
,Taxes,04/16/2021,Payroll Check,$99.50
,Taxes,04/16/2021,Payroll Check,$62.46
,Taxes,04/16/2021,Payroll Check,$110.16
,Taxes,04/16/2021,Payroll Check,$101.89
,Taxes,04/16/2021,Payroll Check,$80.61
,Taxes,04/30/2021,Payroll Check,$84.65
,Taxes,04/30/2021,Payroll Check,$179.73
,Taxes,04/30/2021,Payroll Check,$109.08
,Taxes,04/30/2021,Payroll Check,$75.40
,Taxes,05/14/2021,Payroll Check,$182.53
,Taxes,05/14/2021,Payroll Check,$79.60
,Taxes,05/14/2021,Payroll Check,$86.42
,Taxes,05/14/2021,Payroll Check,$41.31
,Taxes,05/14/2021,Payroll Check,$102.48
,Taxes,05/28/2021,Payroll Check,$48.25
,Taxes,05/28/2021,Payroll Check,$75.73
,Taxes,05/28/2021,Payroll Check,$79.56
,Taxes,05/28/2021,Payroll Check,$110.16
,Taxes,05/28/2021,Payroll Check,$176.06
,Taxes,06/11/2021,Payroll Check,$99.51
,Taxes,06/11/2021,Payroll Check,$167.92
,Taxes,06/11/2021,Payroll Check,$73.11
,Taxes,06/11/2021,Payroll Check,$96.39
,Taxes,06/11/2021,Payroll Check,$75.47
,Taxes,06/25/2021,Payroll Check,$77.43
,Taxes,06/25/2021,Payroll Check,$110.16
,Taxes,06/25/2021,Payroll Check,$201.20
,Taxes,06/25/2021,Payroll Check,$95.95
,Taxes,06/25/2021,Payroll Check,$97.38
,Taxes,07/09/2021,Payroll Check,$91.43
,Taxes,07/09/2021,Payroll Check,$99.47
,Taxes,07/09/2021,Payroll Check,$110.16
,Taxes,07/09/2021,Payroll Check,$177.09
,Taxes,07/09/2021,Payroll Check,$91.22
,Taxes,07/23/2021,Payroll Check,$0.02
,Taxes,07/23/2021,Payroll Check,$109.99
,Taxes,07/23/2021,Payroll Check,$77.77
,Taxes,07/23/2021,Payroll Check,$79.93
,Taxes,08/06/2021,Payroll Check,$110.16
,Taxes,08/06/2021,Payroll Check,$79.56
,Taxes,08/06/2021,Payroll Check,$58.20
,Taxes,08/06/2021,Payroll Check,$1.15
,Taxes,08/20/2021,Payroll Check,$87.87
,Taxes,08/20/2021,Payroll Check,$118.11
,Taxes,08/20/2021,Payroll Check,$97.92
,Taxes,09/03/2021,Payroll Check,$112.89
,Taxes,09/03/2021,Payroll Check,$79.55
,Taxes,09/17/2021,Payroll Check,$78.39
,Taxes,09/17/2021,Payroll Check,$55.78
,Taxes,10/01/2021,Payroll Check,$145.65
,Taxes,10/01/2021,Payroll Check,$27.08
,Taxes,10/01/2021,Payroll Check,$53.48
,Taxes,10/01/2021,Payroll Check,$56.60
,Taxes,10/15/2021,Payroll Check,$9.68
,Taxes,10/15/2021,Payroll Check,$42.27
,Taxes,10/15/2021,Payroll Check,$5.05
,Taxes,10/15/2021,Payroll Check,$13.49
Total for Taxes,,,,"$17,687.38"
Total for 66000 Payroll Expenses with sub-accounts,,,,"$240,481.58"
,,,,"$252,682.66"

"Accrual Basis Monday, October 14, 2024 02:19 AM GMTZ",,,,
